ZIP,LAT,LNG
75451,32.965772,-95.127063
75452,33.402226,-96.23857
75453,32.997657,-95.932679
75454,33.285619,-96.565929
75455,33.21622,-94.979111
75457,33.168595,-95.21515
75459,33.53262,-96.671495
75460,33.655496,-95.60519
75462,33.624342,-95.491817
75468,33.50217,-95.40288
75469,33.421409,-95.810604
75470,33.576823,-95.809701
75471,33.056806,-95.373518
75472,32.884423,-95.869602
75473,33.815579,-95.488005
75474,32.924205,-96.109797
75475,33.474893,-96.238246
75476,33.708311,-96.240654
75477,33.529909,-95.738073
75478,33.176532,-95.358602
75479,33.618238,-96.333077
75480,33.024585,-95.197134
75481,33.320015,-95.373479
75482,33.167979,-95.608219
75486,33.745236,-95.744327
75487,33.334851,-95.1615
75488,33.778767,-95.996778
75489,33.519251,-96.484323
75490,33.438031,-96.30828
75491,33.486324,-96.39593
75492,33.584371,-95.993541
75493,33.146015,-95.107952
75494,32.917192,-95.25986
75495,33.439195,-96.546841
75496,33.349423,-96.057859
75497,32.924728,-95.568154
75501,33.371831,-94.139813
75503,33.511784,-94.133888
75550,33.498221,-94.890845
75551,33.119332,-94.220491
75554,33.553515,-94.780261
75555,32.939166,-94.142315
75556,33.154789,-94.062407
75558,33.241961,-94.857848
75559,33.503694,-94.627358
75560,33.185033,-94.36393
75561,33.516756,-94.281559
75562,32.925399,-94.248447
75563,33.002696,-94.383454
75565,32.926794,-94.071475
75566,33.148175,-94.491749
75567,33.310991,-94.311711
75568,33.193211,-94.587279
75569,33.441822,-94.128587
75570,33.459359,-94.439042
75571,33.207019,-94.77363
75572,33.225893,-94.127695
75573,33.348136,-94.229045
75574,33.325004,-94.550659
75601,32.50856,-94.724049
75602,32.449598,-94.666048
75603,32.40305,-94.711177
75604,32.509164,-94.824416
75605,32.582243,-94.725529
75630,32.867555,-94.549488
75631,32.249318,-94.45322
75633,32.138496,-94.274156
75638,33.020475,-94.729699
75639,32.293824,-94.169679
75640,32.708417,-94.683181
75641,32.378406,-94.575782
75642,32.371536,-94.176598
75643,32.019371,-94.361907
75644,32.791213,-94.999846
75645,32.688692,-94.871843
75647,32.514634,-94.953287
75650,32.513277,-94.548846
75651,32.664407,-94.538189
75652,32.239409,-94.728328
75654,32.077773,-94.83013
75656,33.011304,-94.572161
75657,32.794973,-94.310306
75661,32.631317,-94.171261
75662,32.384458,-94.870169
75667,31.988175,-94.844274
75668,32.907075,-94.678637
75669,32.038799,-94.57588
75670,32.569858,-94.418658
75672,32.468303,-94.299079
75681,31.925449,-94.704029
75682,32.250339,-94.936535
75683,32.826816,-94.737224
75684,32.277021,-94.937156
75686,32.965131,-94.951917
75691,32.311917,-94.551752
75692,32.470841,-94.118036
75693,32.53378,-94.86066
75701,32.321937,-95.302223
75702,32.362434,-95.315262
75703,32.235097,-95.320779
75704,32.413201,-95.444258
75705,32.362631,-95.086688
75706,32.469555,-95.307879
75707,32.301709,-95.177976
75708,32.418412,-95.21307
75709,32.304313,-95.390937
75750,32.26754,-95.077715
75751,32.094348,-95.906047
75752,32.244008,-95.807608
75754,32.427978,-95.661983
75755,32.641695,-95.075624
75756,32.302029,-95.600894
75757,32.110453,-95.348074
75758,32.271436,-95.521442
75759,32.035939,-95.418796
75760,31.796249,-94.85434
75762,32.218341,-95.413445
75763,32.042754,-95.523388
75764,31.895427,-95.143719
75765,32.642043,-95.234859
75766,31.944675,-95.256775
75770,32.158557,-95.643712
75771,32.537897,-95.435716
75773,32.681453,-95.447702
75778,32.300926,-95.709837
75779,31.863226,-95.484612
75780,31.99102,-95.091844
75783,32.816432,-95.424745
75784,31.872135,-94.974153
75785,31.775416,-95.196572
75788,31.825939,-94.925873
75789,32.109512,-95.094194
75790,32.535169,-95.643977
75791,32.221577,-95.220644
75792,32.4761,-95.100668
75801,31.734462,-95.531204
75803,31.881777,-95.679494
75831,31.473667,-96.009365
75832,31.932016,-95.980741
75833,31.268635,-95.843907
75835,31.284891,-95.490625
75838,31.4789,-96.229757
75839,31.606693,-95.58334
75840,31.782559,-96.093621
75844,31.513801,-95.437616
75845,31.087456,-95.076849
75846,31.328853,-96.152369
75847,31.356209,-95.152898
75848,31.76524,-96.329922
75849,31.417411,-95.481647
75850,31.135677,-95.935045
75851,31.092367,-95.499937
75852,30.959521,-95.715509
75853,31.946873,-95.814467
75855,31.557331,-95.863641
75856,31.188898,-95.255739
75858,31.390774,-95.126654
75859,31.893076,-96.236904
75860,31.61135,-96.238051
75861,31.851579,-95.888459
75862,30.964728,-95.325895
75901,31.301675,-94.641408
75904,31.340748,-94.82623
75925,31.614855,-95.062493
75926,31.248085,-94.969099
75928,30.671395,-93.71134
75929,31.245162,-94.175514
75930,31.318961,-94.032164
75931,31.113664,-94.021385
75932,31.056147,-93.615655
75933,30.553812,-93.812696
75934,30.894876,-94.759085
75935,31.732513,-94.19129
75936,30.952076,-94.579622
75937,31.465322,-94.367317
75938,30.940517,-94.35364
75939,31.013779,-94.79742
75941,31.187072,-94.758803
75942,30.815166,-94.430587
75943,31.658438,-94.894172
75944,31.354095,-94.38768
75946,31.81932,-94.520617
75948,31.307588,-93.784102
75949,31.229843,-94.509183
75951,30.934425,-94.059578
75954,31.904341,-94.048094
75956,30.676367,-93.98312
75959,31.512307,-93.861732
75960,30.912856,-94.865672
75961,31.558362,-94.504771
75962,31.619873,-94.64708
75964,31.631742,-94.740721
75965,31.723324,-94.628592
75966,30.827969,-93.714446
75968,31.252156,-93.954016
75969,31.445713,-94.887599
75972,31.483597,-94.131501
75973,31.711317,-93.942853
75974,31.958364,-94.239838
75975,31.897138,-94.413785
75976,31.527552,-94.92527
75977,31.065029,-93.786624
75978,31.509051,-94.527216
75979,30.748559,-94.38912
75980,31.138382,-94.375214
76001,32.637252,-97.147952
76002,32.621896,-97.093509
76006,32.784931,-97.099915
76008,32.695633,-97.630059
76009,32.414937,-97.200076
76010,32.72282,-97.080285
76011,32.754272,-97.083196
76012,32.75513,-97.139242
76013,32.719328,-97.155027
76014,32.692105,-97.086517
76015,32.692186,-97.133304
76016,32.689222,-97.18913
76017,32.662513,-97.164024
76018,32.664591,-97.096467
76020,32.900196,-97.561179
76021,32.852971,-97.130443
76022,32.830659,-97.145163
76023,33.041942,-97.597083
76028,32.532677,-97.306547
76031,32.346162,-97.328078
76033,32.275189,-97.511185
76034,32.891787,-97.149641
76035,32.562049,-97.631487
76036,32.581053,-97.419576
76039,32.860285,-97.086028
76040,32.814107,-97.091323
76041,32.237637,-96.84175
76043,32.208483,-97.795247
76044,32.425936,-97.539874
76048,32.421697,-97.811051
76049,32.460255,-97.706784
76050,32.280895,-97.160931
76051,32.925765,-97.071545
76052,32.986137,-97.374691
76053,32.8172,-97.180586
76054,32.85941,-97.178636
76055,32.162541,-97.15481
76058,32.470332,-97.424179
76059,32.392588,-97.32754
76060,32.639649,-97.217476
76061,32.503988,-97.188389
76063,32.57074,-97.144837
76064,32.302367,-97.037219
76065,32.469432,-96.990669
76066,32.704456,-97.993148
76067,32.799741,-98.126932
76070,32.266142,-97.655142
76071,33.00087,-97.444484
76073,33.098856,-97.723546
76077,32.278261,-97.691539
76078,33.093365,-97.462793
76082,32.970044,-97.733748
76084,32.426322,-97.090328
76085,32.861345,-97.692173
76086,32.754964,-97.791085
76087,32.68261,-97.782556
76088,32.85131,-97.901635
76092,32.959873,-97.148433
76093,32.210496,-97.392571
76102,32.759104,-97.329756
76103,32.748947,-97.272638
76104,32.728689,-97.31781
76105,32.724047,-97.269432
76106,32.816684,-97.359633
76107,32.742058,-97.38173
76108,32.78756,-97.523822
76109,32.70065,-97.386965
76110,32.707831,-97.338265
76111,32.778499,-97.300112
76112,32.747426,-97.217658
76114,32.774494,-97.402276
76115,32.6785,-97.330511
76116,32.720723,-97.447033
76117,32.803436,-97.267376
76118,32.800434,-97.192762
76119,32.691147,-97.262625
76120,32.775915,-97.180963
76123,32.619344,-97.393958
76126,32.635919,-97.511626
76127,32.775398,-97.43561
76129,32.708639,-97.363495
76131,32.881807,-97.345956
76132,32.667688,-97.416916
76133,32.652918,-97.379538
76134,32.639179,-97.33535
76135,32.836325,-97.469908
76137,32.859685,-97.291523
76140,32.619927,-97.278066
76148,32.868421,-97.252132
76155,32.823993,-97.048687
76164,32.7811,-97.354585
76177,32.975361,-97.310486
76179,32.913522,-97.433835
76180,32.840011,-97.225295
76182,32.886201,-97.207731
76201,33.220974,-97.146038
76205,33.192632,-97.129266
76207,33.22785,-97.181823
76208,33.20863,-97.055409
76209,33.231552,-97.109871
76210,33.149467,-97.096016
76225,33.374041,-97.667809
76226,33.114714,-97.173909
76227,33.273603,-96.990042
76228,33.61791,-98.062664
76230,33.520572,-97.95612
76233,33.537706,-96.906575
76234,33.276319,-97.514178
76238,33.479016,-97.351845
76239,33.503014,-97.529509
76240,33.661602,-97.176369
76244,32.928037,-97.283914
76245,33.830932,-96.839764
76247,33.099993,-97.340499
76248,32.924005,-97.225146
76249,33.278823,-97.30231
76250,33.630166,-97.23576
76251,33.631922,-97.688998
76252,33.682081,-97.382855
76253,33.615855,-97.310834
76255,33.82471,-97.739095
76258,33.371094,-96.932335
76259,33.198704,-97.311628
76261,33.793074,-97.963802
76262,33.009335,-97.22672
76263,33.462023,-97.457438
76264,33.737974,-96.839543
76265,33.75668,-97.538121
76266,33.372878,-97.213247
76268,33.627623,-96.767396
76270,33.455656,-97.752881
76271,33.464625,-96.892739
76272,33.455973,-97.127134
76273,33.743893,-96.936121
76301,33.905559,-98.479935
76302,33.864528,-98.491011
76305,34.006193,-98.387687
76306,33.944942,-98.523592
76308,33.852942,-98.54073
76309,33.894923,-98.543742
76310,33.799085,-98.50984
76311,33.969544,-98.509023
76351,33.558025,-98.695427
76354,34.103277,-98.622462
76357,34.080522,-98.185001
76360,33.963477,-98.961142
76363,33.475952,-99.551825
76364,34.032012,-98.995325
76365,33.75849,-98.202251
76366,33.723849,-98.783672
76367,33.9733,-98.721094
76370,33.527396,-98.884782
76371,33.484962,-99.642707
76372,33.250203,-98.925556
76373,34.131724,-99.106566
76374,33.358656,-98.740056
76377,34.008318,-98.258589
76379,33.668239,-98.489118
76380,33.621035,-99.243769
76384,34.160505,-99.34314
76388,33.322836,-99.642126
76389,33.513047,-98.457317
76401,32.282237,-98.196721
76402,32.216326,-98.217165
76424,32.801213,-98.88698
76426,33.166041,-97.845101
76427,33.158189,-98.377664
76429,32.759373,-98.666449
76430,32.790132,-99.241839
76431,33.315883,-97.857678
76432,31.842565,-98.805134
76433,32.315739,-98.022849
76435,32.242637,-98.85714
76436,31.863402,-98.228103
76437,32.403542,-99.038804
76442,31.890896,-98.613096
76443,32.13383,-99.213349
76444,32.12348,-98.577273
76445,32.302818,-98.552383
76446,32.074716,-98.359931
76448,32.398455,-98.797824
76449,32.905155,-98.324359
76450,33.057759,-98.622222
76452,31.747542,-98.364392
76453,32.584194,-98.335694
76454,32.21185,-98.735794
76455,31.813332,-98.384478
76457,31.944662,-98.027972
76458,33.219589,-98.188154
76459,33.276426,-98.382374
76460,33.306476,-98.500269
76462,32.527015,-98.008849
76463,32.455408,-98.418168
76464,32.556004,-99.164736
76466,32.433309,-98.73742
76469,32.340927,-99.198503
76470,32.495875,-98.66402
76471,32.116953,-98.98514
76472,32.600503,-98.17276
76474,31.976523,-98.793857
76475,32.676032,-98.48307
76476,32.362649,-97.924354
76481,32.99042,-98.74549
76483,33.195202,-99.268024
76484,32.764096,-98.276879
76486,33.014639,-98.05319
76487,32.972482,-97.904879
76490,32.945471,-98.018901
76491,33.036872,-99.048807
76501,31.075303,-97.252433
76502,31.103937,-97.412039
76504,31.137886,-97.373653
76508,31.077568,-97.364064
76511,30.802086,-97.424363
76513,31.051469,-97.500003
76518,30.852653,-97.148898
76519,31.030335,-97.19249
76520,30.891129,-96.907601
76522,31.219045,-97.968224
76523,30.789254,-97.291628
76524,31.268644,-97.202495
76525,31.499723,-98.13064
76527,30.841795,-97.809699
76528,31.417316,-97.755931
76530,30.710857,-97.413885
76531,31.686812,-98.18703
76534,30.884371,-97.378453
76537,30.817401,-97.6029
76538,31.628871,-97.922097
76539,31.094008,-98.027338
76541,31.112884,-97.729602
76542,31.010373,-97.741513
76543,31.149188,-97.633113
76544,31.143642,-97.761047
76548,31.050856,-97.644625
76549,31.017077,-97.833092
76550,31.102435,-98.259438
76554,30.967883,-97.376957
76556,30.700413,-96.830663
76557,31.285086,-97.390061
76559,31.075955,-97.604369
76561,31.409504,-97.531155
76565,31.643709,-98.351
76566,31.557261,-98.088697
76567,30.649554,-97.006117
76569,30.940186,-97.226979
76570,31.082267,-96.953514
76571,30.925736,-97.59865
76573,30.818633,-97.502485
76574,30.579327,-97.388622
76577,30.627232,-97.17025
76578,30.535409,-97.23717
76579,31.195905,-97.265253
76596,31.476843,-97.728445
76597,31.486427,-97.706842
76598,31.47532,-97.735455
76599,31.467872,-97.735181
76621,31.881728,-97.08541
76622,31.816191,-97.243292
76623,32.211123,-96.752827
76624,31.661047,-96.955129
76626,32.122997,-96.723082
76627,32.108512,-97.395815
76628,32.030464,-96.94885
76629,31.14975,-96.651785
76630,31.340818,-97.211155
76631,31.975524,-96.977168
76632,31.303293,-97.060163
76633,31.695095,-97.328822
76634,31.817062,-97.546568
76635,31.71629,-96.661428
76636,32.170752,-97.291476
76637,31.769065,-97.804444
76638,31.549983,-97.442651
76639,31.866953,-96.655804
76640,31.696619,-97.073707
76641,32.038687,-96.807932
76642,31.503056,-96.520013
76643,31.453501,-97.195339
76645,32.022463,-97.13336
76648,31.8486,-96.807359
76649,32.001589,-97.882698
76650,31.980079,-96.863626
76651,32.17771,-96.851184
76652,32.117538,-97.575601
76653,31.299588,-96.608952
76654,31.733766,-97.009725
76655,31.401145,-97.183101
76656,31.185096,-97.043667
76657,31.446184,-97.380488
76660,31.924604,-96.904503
76661,31.318386,-96.846019
76664,31.560686,-96.802657
76665,31.916215,-97.710123
76666,32.043976,-96.91458
76667,31.651982,-96.468387
76670,32.136018,-96.988963
76671,31.988449,-97.531227
76673,31.751025,-96.891756
76676,31.863748,-96.951488
76678,31.661096,-96.760043
76679,31.927546,-96.579359
76680,31.202131,-96.814363
76681,31.893446,-96.433731
76682,31.45345,-96.913489
76685,31.353546,-97.01374
76686,31.767574,-96.559327
76687,31.372916,-96.495028
76689,31.662159,-97.506079
76690,32.083642,-97.736491
76691,31.769854,-97.098169
76692,31.959701,-97.330421
76693,31.787657,-96.395087
76701,31.552011,-97.1382
76704,31.574722,-97.127134
76705,31.620914,-97.098526
76706,31.475671,-97.083854
76707,31.553876,-97.159082
76708,31.627123,-97.215893
76710,31.539723,-97.195009
76711,31.513756,-97.152983
76712,31.526544,-97.261231
76798,31.548378,-97.119061
76801,31.748303,-99.032891
76802,31.743506,-98.911447
76820,30.766987,-99.050013
76821,31.738576,-99.934162
76823,31.706204,-99.151374
76824,30.92801,-98.488904
76825,31.106301,-99.394237
76827,31.517913,-99.135467
76828,32.006167,-99.292204
76831,30.653746,-98.918266
76832,30.985763,-98.73555
76834,31.881956,-99.480043
76836,31.443363,-99.549127
76837,31.222792,-99.896165
76841,30.898116,-100.10845
76842,30.93982,-99.079893
76844,31.432854,-98.52307
76845,31.538066,-99.488185
76848,30.843122,-99.570053
76849,30.472352,-99.821506
76852,31.357441,-99.457184
76853,31.267613,-98.371832
76854,30.694786,-99.581344
76856,30.691484,-99.273312
76857,31.931233,-98.927404
76858,31.176951,-99.616412
76859,30.884392,-99.853962
76861,31.592014,-100.192581
76862,31.411505,-99.682323
76864,31.553975,-98.731107
76865,31.858516,-100.165338
76866,31.460967,-99.933766
76869,30.911096,-98.994617
76870,31.627357,-98.546717
76871,31.289123,-98.995473
76872,31.331919,-99.165902
76873,31.515316,-99.380601
76874,30.45867,-100.06915
76875,31.602931,-99.999545
76877,31.157059,-98.764007
76878,31.649138,-99.295378
76882,31.816904,-99.702274
76884,31.736902,-99.567791
76885,30.858957,-98.861313
76887,31.011897,-99.159484
76888,31.609899,-99.64049
76890,31.686677,-98.776277
76901,31.50178,-100.974315
76903,31.484819,-100.43787
76904,31.271515,-100.400625
76905,31.509724,-100.322077
76908,31.432075,-100.402186
76930,31.272551,-101.172783
76932,31.268726,-101.542078
76933,31.856368,-100.288351
76934,31.603061,-100.668986
76935,31.083442,-100.423683
76936,30.883194,-100.595683
76937,31.388546,-100.151449
76939,31.268843,-100.563525
76940,31.439035,-100.142932
76941,31.272382,-100.889468
76943,30.534314,-101.306407
76945,31.885049,-100.610567
76949,32.04114,-100.69458
76950,30.441414,-100.56062
76951,31.802748,-101.055625
76953,31.723768,-100.331902
76955,31.289523,-100.15267
76957,31.372148,-100.30516
76958,31.595106,-100.799358
77002,29.756845,-95.365652
77003,29.749778,-95.345885
77004,29.724893,-95.363752
77005,29.718435,-95.423555
77006,29.74097,-95.391301
77007,29.771545,-95.411083
77008,29.798249,-95.416933
77009,29.795344,-95.36759
77010,29.753624,-95.35981
77011,29.743217,-95.30911
77012,29.718525,-95.274137
77013,29.795268,-95.233977
77014,29.979562,-95.468115
77015,29.76393,-95.173121
77016,29.862532,-95.29998
77017,29.689824,-95.252393
77018,29.826448,-95.426267
77019,29.75415,-95.409498
77020,29.773179,-95.314327
77021,29.69843,-95.3569
77022,29.83159,-95.379554
77023,29.721825,-95.318275
77024,29.772179,-95.514203
77025,29.685706,-95.434764
77026,29.800187,-95.328888
77027,29.740079,-95.446409
77028,29.827869,-95.287485
77029,29.759665,-95.256251
77030,29.706787,-95.401748
77031,29.652205,-95.54623
77032,29.985395,-95.346211
77033,29.66688,-95.335133
77034,29.618349,-95.192034
77035,29.655503,-95.471663
77036,29.701847,-95.534537
77037,29.89036,-95.392527
77038,29.918595,-95.441194
77039,29.911171,-95.341182
77040,29.874575,-95.527099
77041,29.8586,-95.580768
77042,29.740605,-95.560257
77043,29.81093,-95.584639
77044,29.906313,-95.180567
77045,29.635797,-95.432895
77046,29.733777,-95.433346
77047,29.61065,-95.386863
77048,29.618714,-95.324221
77049,29.832928,-95.14904
77050,29.902887,-95.269296
77051,29.656113,-95.378696
77053,29.583542,-95.460693
77054,29.68025,-95.404913
77055,29.796871,-95.49165
77056,29.748202,-95.468948
77057,29.744081,-95.487974
77058,29.561579,-95.099626
77059,29.613537,-95.11949
77060,29.935512,-95.397624
77061,29.647001,-95.27668
77062,29.573552,-95.130613
77063,29.736298,-95.523277
77064,29.917097,-95.537531
77065,29.92647,-95.603801
77066,29.957224,-95.503319
77067,29.952629,-95.446609
77068,30.007063,-95.488362
77069,29.988455,-95.5312
77070,29.979455,-95.573317
77071,29.651728,-95.519919
77072,29.699688,-95.584817
77073,30.000147,-95.400069
77074,29.687947,-95.515725
77075,29.62042,-95.268939
77076,29.860021,-95.382184
77077,29.751438,-95.615792
77078,29.852397,-95.2541
77079,29.776093,-95.603037
77080,29.815894,-95.522885
77081,29.712099,-95.480935
77082,29.72449,-95.640002
77083,29.694401,-95.649565
77084,29.827486,-95.65992
77085,29.620509,-95.485333
77086,29.919035,-95.491606
77087,29.686519,-95.303917
77088,29.881487,-95.452619
77089,29.586959,-95.225601
77090,30.008339,-95.438916
77091,29.853067,-95.435966
77092,29.830024,-95.474409
77093,29.8634,-95.341409
77094,29.769218,-95.681281
77095,29.909513,-95.651476
77096,29.675339,-95.479372
77098,29.734813,-95.416098
77099,29.670869,-95.58599
77201,29.766003,-95.364364
77301,30.310932,-95.438548
77302,30.222077,-95.338869
77303,30.377952,-95.37714
77304,30.32776,-95.516045
77306,30.28584,-95.312397
77316,30.306163,-95.68639
77318,30.438807,-95.533229
77320,30.804668,-95.550872
77326,30.504882,-94.817018
77327,30.318169,-94.915716
77328,30.392374,-95.191181
77331,30.633963,-95.161912
77334,30.781834,-95.373441
77335,30.574473,-94.911179
77336,30.063104,-95.098848
77338,30.009249,-95.286217
77339,30.046777,-95.221022
77340,30.6402,-95.538432
77342,30.740381,-95.555832
77345,30.053105,-95.157943
77346,29.994499,-95.177499
77350,30.824427,-94.833454
77351,30.717792,-94.817231
77354,30.216858,-95.647214
77355,30.156257,-95.74926
77356,30.465662,-95.729888
77357,30.161065,-95.189809
77358,30.558321,-95.436252
77359,30.751892,-95.301591
77360,30.846249,-95.117513
77362,30.160534,-95.669154
77363,30.316397,-95.84999
77364,30.773047,-95.215467
77365,30.106738,-95.297151
77367,30.857073,-95.397796
77368,30.443806,-94.822546
77369,30.421815,-94.73533
77371,30.483115,-94.989383
77372,30.241145,-95.160299
77373,30.062169,-95.383966
77374,30.396003,-94.62375
77375,30.094886,-95.58583
77376,30.443771,-94.663769
77377,30.061727,-95.681504
77378,30.47137,-95.363867
77379,30.040447,-95.529024
77380,30.136972,-95.46836
77381,30.178248,-95.50096
77382,30.194978,-95.54769
77384,30.233846,-95.49577
77385,30.186262,-95.410724
77386,30.100262,-95.356488
77388,30.057832,-95.471001
77389,30.123469,-95.517064
77396,29.945264,-95.259802
77401,29.705132,-95.460959
77406,29.64609,-95.794526
77407,29.670004,-95.708089
77412,29.553502,-96.411936
77414,28.908185,-95.868152
77415,28.933093,-95.734948
77417,29.464406,-95.966234
77418,29.987117,-96.252942
77419,28.849599,-96.256786
77420,29.258985,-95.930309
77422,28.960572,-95.558277
77423,29.856778,-95.977311
77426,30.1223,-96.258442
77428,28.623423,-96.189925
77429,29.997434,-95.668697
77430,29.259878,-95.667662
77432,29.067417,-96.188569
77433,29.933022,-95.746568
77434,29.527956,-96.305186
77435,29.515694,-96.121026
77436,29.419067,-96.238492
77437,29.212328,-96.280585
77440,28.894647,-96.147768
77441,29.670458,-95.922251
77442,29.422281,-96.506236
77443,29.349096,-96.191821
77444,29.286377,-95.777811
77445,30.101838,-96.059366
77446,30.086827,-95.990481
77447,30.047619,-95.833733
77448,29.416447,-96.085418
77449,29.837611,-95.73374
77450,29.745245,-95.741778
77451,29.435055,-96.00454
77453,29.213766,-95.999923
77454,29.520234,-96.198122
77455,29.132072,-96.428441
77456,29.040169,-96.172351
77457,28.758934,-95.904004
77458,28.951217,-96.237096
77459,29.529038,-95.523532
77460,29.397447,-96.384508
77461,29.383068,-95.806472
77464,29.592427,-95.955279
77465,28.763461,-96.2304
77466,29.792687,-96.012215
77467,29.201173,-96.101539
77468,29.132669,-95.94109
77469,29.482678,-95.680186
77470,29.537157,-96.546208
